0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000111e-01,-1.600000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,6.267854421387471469e-05,2.371692252312040949e-20,8.458664760041004648e-19,3.864084081407090539e-03,2.210876618820064865e-01,-1.626661417194630532e+00,-2.620347866767455621e-20,1.319548299239467872e-03,1.319548299239454428e-03,1.319548299239466137e-03,1.319548299239481750e-03,0.000000000000000000e+00
0.000000000000000000e+00,1.039214481428573061e-04,2.744386749103933099e-19,1.367899790848572356e-18,9.667461274003578964e-03,2.372411135930815040e-01,-1.650312511483762457e+00,-1.305811187450210054e-20,2.187819960902272383e-03,2.187819960902264143e-03,2.187819960902233352e-03,2.187819960902265010e-03,0.000000000000000000e+00
0.000000000000000000e+00,1.301977405633356717e-04,9.232659125071873696e-20,1.832828882858423900e-18,1.681099074008689243e-02,2.497876469313688175e-01,-1.671681570943640560e+00,-2.929895897590590096e-19,2.741005064491294600e-03,2.741005064491277253e-03,2.741005064491255569e-03,2.741005064491280722e-03,0.000000000000000000e+00
0.000000000000000000e+00,1.447861510089747670e-04,-3.663417496874848966e-19,9.124104741517607717e-20,2.493154627280825056e-02,2.595259829578141497e-01,-1.691204326325695062e+00,-9.063141019442595742e-20,3.048129494925818327e-03,3.048129494925812255e-03,3.048129494925765851e-03,3.048129494925741131e-03,0.000000000000000000e+00
0.000000000000000000e+00,1.495998856311841270e-04,-3.557538378468061424e-19,-1.826245176336053323e-18,3.378371733927319071e-02,2.669935126740404785e-01,-1.709172892788342057e+00,4.264459705264890525e-18,3.149471276446022799e-03,3.149471276446013691e-03,3.149471276445954711e-03,3.149471276445933894e-03,0.000000000000000000e+00
0.000000000000000000e+00,1.458786095190536662e-04,-2.354751593366954943e-19,-1.121466627589001897e-18,4.318896981642098010e-02,2.725803962738292952e-01,-1.725799029895075165e+00,4.427940055996714994e-18,3.071128621453799671e-03,3.071128621453784058e-03,3.071128621453732884e-03,3.071128621453728547e-03,0.000000000000000000e+00
0.000000000000000000e+00,1.345017247349419593e-04,-1.207021949837377983e-19,-1.233823084638989323e-18,5.301022663185749051e-02,2.765863171890384775e-01,-1.741245476311849227e+00,4.329445081289635531e-18,2.831615257577759469e-03,2.831615257577749928e-03,2.831615257577696151e-03,2.831615257577695284e-03,0.000000000000000000e+00
0.000000000000000000e+00,1.161494146589454066e-04,-1.037615360386517915e-19,-1.187332553973251609e-18,6.313776741865824438e-02,2.792518253101182180e-01,-1.755643192692939891e+00,4.161184815918506059e-18,2.445250834925205737e-03,2.445250834925193593e-03,2.445250834925130710e-03,2.445250834925133746e-03,0.000000000000000000e+00
0.000000000000000000e+00,9.139429008236923046e-05,-2.155698850762194363e-19,-1.305919757364225232e-18,7.348078795996075552e-02,2.807770257323758401e-01,-1.769101609882246295e+00,4.291990505469342118e-18,1.924090317523604893e-03,1.924090317523586245e-03,1.924090317523528999e-03,1.924090317523528999e-03,0.000000000000000000e+00
